order_id,user_id,eval_set,order_number,order_dow,order_hour_of_day,days_since_prior_order
704598,166569,prior,2,1,20,1.0
331117,166569,prior,3,0,19,6.0
2308963,166569,prior,4,3,11,3.0
1459673,166569,test,5,6,22,3.0
1409941,166813,prior,1,5,18,
1046585,166813,prior,2,1,16,24.0
608362,166813,prior,3,5,11,25.0
1612642,166813,prior,4,3,16,19.0
2297683,166813,prior,5,2,17,30.0
3104600,166813,train,6,3,14,8.0
67540,167216,prior,1,3,16,
34196,167216,prior,2,0,13,4.0
2904898,167216,prior,3,0,13,7.0
1833634,167216,prior,4,5,18,5.0
1806069,167216,prior,5,4,16,6.0
1361554,167216,prior,6,1,19,4.0
869832,167216,prior,7,5,16,18.0
351763,167216,prior,8,6,9,8.0
1375889,167216,prior,9,0,10,30.0
1580438,167216,prior,10,0,9,14.0
1688496,167216,test,11,2,11,30.0
3225631,167403,prior,1,1,1,
3308363,167403,prior,2,6,13,30.0
2174714,167403,prior,3,6,16,14.0
1401116,167403,train,4,1,17,30.0
2018998,167581,prior,1,3,12,
200416,167581,prior,2,2,11,20.0
294824,167581,prior,3,2,12,14.0
621086,167581,train,4,2,16,14.0
471413,167672,prior,1,2,10,
2280006,167672,prior,2,3,12,1.0
1388182,167672,prior,3,2,10,6.0
919882,167672,train,4,3,12,1.0
104570,167806,prior,1,0,7,
1391641,167806,prior,2,2,16,9.0
1250652,167806,prior,3,3,18,1.0
1158357,167806,prior,4,0,22,18.0
2736233,167806,prior,5,4,21,4.0
2933656,167806,prior,6,4,17,21.0
2195387,167806,prior,7,0,11,3.0
2654344,167806,prior,8,5,12,19.0
847803,167806,prior,9,1,18,3.0
1391194,167806,prior,10,4,12,24.0
1785,167806,prior,11,5,8,8.0
1298806,167806,prior,12,3,16,12.0
1456745,167806,prior,13,4,17,8.0
2327639,167806,prior,14,1,18,4.0
2629236,167806,prior,15,0,17,6.0
2259755,167806,prior,16,3,13,3.0
689165,167806,prior,17,0,16,4.0
1479230,167806,prior,18,0,17,14.0
2771657,167806,prior,19,6,15,6.0
3410651,167806,prior,20,1,15,2.0
394081,167806,prior,21,3,17,2.0
719940,167806,prior,22,0,16,30.0
2810717,167806,prior,23,3,8,3.0
2094384,167806,prior,24,0,15,25.0
3398578,167806,prior,25,5,12,5.0
2840727,167806,prior,26,1,10,3.0
2100921,167806,prior,27,0,20,6.0
1277725,167806,prior,28,2,15,9.0
2475381,167806,prior,29,0,15,19.0
2038396,167806,prior,30,6,10,6.0
526516,167806,prior,31,0,16,1.0
2253562,167806,prior,32,1,14,8.0
1789984,167806,prior,33,3,12,2.0
1720292,167806,prior,34,0,16,4.0
3033828,167806,prior,35,0,15,14.0
2335131,167806,prior,36,1,14,15.0
321113,167806,prior,37,0,20,6.0
3222243,167806,prior,38,2,10,9.0
862259,167806,prior,39,5,14,10.0
1132131,167806,prior,40,4,14,6.0
469848,167806,train,41,0,10,10.0
1178570,167849,prior,1,5,10,
2473000,167849,prior,2,1,9,24.0
3218228,167849,prior,3,1,11,0.0
1425914,167849,prior,4,5,10,4.0
2725166,167849,prior,5,2,14,18.0
2499079,167849,prior,6,4,15,16.0
1025105,167849,prior,7,0,17,30.0
1031497,167849,prior,8,0,12,7.0
2004762,167849,prior,9,0,12,0.0
2552027,167849,prior,10,6,12,13.0
1019676,167849,prior,11,2,11,3.0
3186160,167849,train,12,0,12,19.0
2332664,167855,prior,1,0,10,
2980702,167855,prior,2,1,11,30.0
132020,167855,prior,3,6,13,30.0
3407833,167855,prior,4,6,19,30.0
2917581,167855,prior,5,0,12,29.0
1413586,167855,prior,6,0,17,21.0
117972,167855,prior,7,3,21,24.0
765145,167855,train,8,3,22,28.0
819870,167950,prior,1,5,16,
2430466,167950,prior,2,2,9,30.0
1156652,167950,prior,3,5,11,3.0
3037791,167950,prior,4,5,11,0.0
809406,167950,prior,5,1,13,30.0
3287731,167950,test,6,1,13,30.0
805184,168178,prior,1,5,10,
2255131,168178,prior,2,3,16,30.0
1292457,168178,prior,3,2,15,20.0
994819,168178,prior,4,1,15,20.0
2773371,168178,prior,5,1,15,7.0
1908117,168178,prior,6,3,15,9.0
724697,168178,prior,7,0,17,4.0
111145,168178,prior,8,5,14,30.0
1846434,168178,prior,9,2,8,30.0
1337388,168178,prior,10,5,16,10.0
1082591,168178,prior,11,3,14,12.0
79994,168178,prior,12,6,9,17.0
339944,168178,prior,13,5,12,30.0
985918,168178,train,14,4,16,6.0
905788,168256,prior,1,0,10,
2738887,168256,prior,2,1,9,8.0
2713552,168256,prior,3,0,14,13.0
1617500,168256,prior,4,2,14,9.0
866974,168256,test,5,2,12,14.0
1095827,168669,prior,1,3,16,
1268270,168669,prior,2,5,15,9.0
955731,168669,prior,3,4,14,30.0
2742768,168669,prior,4,6,15,30.0
61781,168669,prior,5,5,18,30.0
3076726,168669,prior,6,3,11,30.0
2235953,168669,train,7,6,14,3.0
2030170,168820,prior,1,3,16,
629558,168820,prior,2,0,12,11.0
47290,168820,prior,3,3,19,10.0
1258502,168820,prior,4,6,14,3.0
2430337,168820,prior,5,2,11,17.0
2280199,168820,prior,6,2,9,30.0
3034710,168820,train,7,0,14,30.0
651755,168970,prior,1,1,19,
3243962,168970,prior,2,0,15,6.0
1400527,168970,prior,3,6,20,20.0
1022058,168970,prior,4,6,9,28.0
2002414,168970,prior,5,1,18,9.0
292205,168970,prior,6,5,19,11.0
1212281,168970,prior,7,1,19,10.0
3182188,168970,prior,8,5,21,4.0
1444509,168970,prior,9,1,20,17.0
1656013,168970,prior,10,1,19,7.0
2668953,168970,prior,11,1,21,7.0
3029911,168970,prior,12,4,21,3.0
2740416,168970,prior,13,0,19,3.0
688638,168970,prior,14,3,19,3.0
422528,168970,prior,15,6,20,3.0
2004888,168970,prior,16,1,18,9.0
3016475,168970,prior,17,6,0,12.0
1220024,168970,prior,18,2,21,3.0
711041,168970,prior,19,0,19,5.0
2199815,168970,prior,20,3,19,3.0
463702,168970,prior,21,5,22,2.0
1751348,168970,prior,22,4,18,6.0
1327233,168970,prior,23,3,17,6.0
1404750,168970,prior,24,4,20,8.0
1783790,168970,train,25,6,17,2.0
2131455,168971,prior,1,0,2,
1790859,168971,prior,2,4,15,30.0
792002,168971,prior,3,5,21,30.0
3103907,168971,prior,4,1,0,30.0
3169931,168971,prior,5,2,23,1.0
1782921,168971,prior,6,2,8,14.0
356711,168971,prior,7,2,2,21.0
2558115,168971,prior,8,3,13,22.0
87788,168971,prior,9,1,15,5.0
2022865,168971,prior,10,2,21,1.0
2703317,168971,train,11,5,20,30.0
2832609,169123,prior,1,3,19,
154566,169123,prior,2,3,18,7.0
839323,169123,prior,3,5,16,30.0
3250991,169123,test,4,0,17,30.0
2881138,169794,prior,1,6,16,
36980,169794,prior,2,6,20,21.0
2801116,169794,prior,3,6,18,7.0
449597,169794,prior,4,1,23,16.0
2696333,169794,test,5,0,18,20.0
1996465,169846,prior,1,0,12,
1739236,169846,prior,2,0,16,7.0
2949844,169846,prior,3,6,14,6.0
2523821,169846,prior,4,0,12,8.0
3279570,169846,prior,5,0,21,14.0
993482,169846,prior,6,0,9,7.0
520419,169846,prior,7,0,14,7.0
2061593,169846,prior,8,0,12,14.0
2856077,169846,prior,9,0,9,7.0
2725398,169846,prior,10,6,16,6.0
336311,169846,prior,11,0,16,8.0
1330991,169846,prior,12,0,17,7.0
1316947,169846,prior,13,3,18,3.0
2471800,169846,prior,14,2,16,6.0
1279934,169846,prior,15,1,13,13.0
2541130,169846,prior,16,0,19,6.0
1420969,169846,prior,17,1,19,8.0
78605,169846,prior,18,1,17,21.0
3161455,169846,prior,19,1,18,7.0
665495,169846,prior,20,0,12,6.0
886025,169846,prior,21,0,14,14.0
1656111,169846,prior,22,0,15,7.0
1042994,169846,prior,23,0,11,7.0
2259191,169846,prior,24,0,12,7.0
1340879,169846,prior,25,0,18,7.0
3189783,169846,prior,26,6,21,13.0
1864713,169846,prior,27,0,9,8.0
1740039,169846,prior,28,0,12,7.0
1676381,169846,prior,29,0,11,7.0
344872,169846,prior,30,6,14,13.0
2592158,169846,prior,31,0,10,8.0
1916781,169846,prior,32,0,12,21.0
2300748,169846,prior,33,1,11,8.0
2208071,169846,prior,34,0,12,13.0
714808,169846,prior,35,0,13,7.0
2255845,169846,prior,36,0,17,7.0
2264851,169846,prior,37,0,10,14.0
799865,169846,prior,38,0,18,7.0
591726,169846,prior,39,0,11,14.0
1891821,169846,train,40,0,18,14.0
3336909,170025,prior,1,6,10,
1044668,170025,prior,2,0,17,1.0
3177030,170025,prior,3,1,13,1.0
1754413,170025,prior,4,3,22,2.0
2501035,170025,prior,5,3,22,0.0
880785,170025,prior,6,0,10,4.0
851408,170025,prior,7,2,12,2.0
1102035,170025,prior,8,3,12,1.0
1139033,170025,prior,9,6,11,3.0
3297404,170025,prior,10,1,21,2.0
2628037,170025,prior,11,3,16,2.0
777941,170025,prior,12,5,14,2.0
2174989,170025,prior,13,5,14,0.0
3379180,170025,prior,14,2,9,4.0
654805,170025,prior,15,3,0,1.0
2056679,170025,prior,16,5,11,2.0
995616,170025,prior,17,1,18,3.0
2817720,170025,prior,18,2,14,1.0
1539521,170025,prior,19,0,13,5.0
960188,170025,prior,20,6,12,6.0
1131146,170025,prior,21,3,19,4.0
1192381,170025,prior,22,5,15,2.0
674723,170025,prior,23,2,20,4.0
1255746,170025,prior,24,4,20,2.0
3032419,170025,prior,25,4,20,0.0
2530004,170025,prior,26,1,11,4.0
1506143,170025,prior,27,3,18,2.0
1415756,170025,prior,28,6,19,3.0
1900866,170025,prior,29,1,17,2.0
2461009,170025,prior,30,4,16,3.0
2802830,170025,prior,31,1,14,4.0
140805,170025,prior,32,3,0,2.0
3025129,170025,prior,33,1,13,5.0
2200367,170025,prior,34,3,11,2.0
1055905,170025,prior,35,0,12,4.0
2057874,170025,prior,36,3,17,3.0
1724116,170025,prior,37,1,14,5.0
2645586,170025,prior,38,4,11,3.0
730903,170025,prior,39,2,18,5.0
343375,170025,prior,40,0,16,5.0
36456,170025,prior,41,1,12,1.0
2323740,170025,prior,42,4,16,3.0
2257471,170025,prior,43,0,13,3.0
1869847,170025,prior,44,1,12,1.0
154543,170025,prior,45,5,14,4.0
2030258,170025,prior,46,0,14,30.0
98090,170025,test,47,4,11,30.0
2800061,170371,prior,1,2,17,
1478266,170371,prior,2,0,9,12.0
3354920,170371,prior,3,1,10,15.0
2801453,170371,prior,4,6,22,5.0
7387,170371,test,5,0,17,22.0
758656,171117,prior,1,6,14,
2673796,171117,prior,2,6,10,7.0
3206748,171117,prior,3,6,11,7.0
1548615,171117,prior,4,0,9,8.0
2320378,171117,prior,5,5,9,5.0
1194691,171117,prior,6,0,9,9.0
3266896,171117,prior,7,6,8,6.0
1111925,171117,prior,8,6,10,7.0
2868935,171117,prior,9,6,11,7.0
1506954,171117,prior,10,6,10,7.0
612016,171117,prior,11,5,10,6.0
2669986,171117,prior,12,6,11,1.0
3284141,171117,prior,13,6,10,7.0
2755776,171117,prior,14,6,10,7.0
1795847,171117,prior,15,4,10,5.0
2524307,171117,prior,16,5,9,8.0
2236178,171117,prior,17,2,13,4.0
3273813,171117,prior,18,3,15,8.0
3353655,171117,prior,19,6,13,3.0
1768948,171117,prior,20,6,10,7.0
2659964,171117,prior,21,0,11,8.0
262693,171117,prior,22,6,9,6.0
351952,171117,prior,23,5,10,6.0
1518029,171117,prior,24,6,9,8.0
2844685,171117,prior,25,6,10,7.0
2686102,171117,prior,26,4,14,5.0
3105794,171117,prior,27,3,13,6.0
1988990,171117,prior,28,0,14,4.0
2176269,171117,prior,29,0,13,7.0
1548840,171117,prior,30,6,14,6.0
2860111,171117,prior,31,6,11,7.0
1415676,171117,prior,32,6,10,7.0
2239087,171117,prior,33,6,10,7.0
1875058,171117,prior,34,5,11,6.0
1154320,171117,prior,35,0,9,2.0
3022426,171117,prior,36,6,10,6.0
660709,171117,prior,37,5,8,6.0
1061206,171117,prior,38,6,10,8.0
1751096,171117,prior,39,5,11,20.0
3071050,171117,prior,40,3,7,5.0
1433102,171117,prior,41,0,8,4.0
3355425,171117,prior,42,5,10,5.0
2361342,171117,prior,43,6,15,1.0
1115566,171117,prior,44,6,10,7.0
2698033,171117,prior,45,5,10,6.0
3315772,171117,prior,46,6,10,8.0
3345213,171117,prior,47,6,9,7.0
572692,171117,prior,48,5,9,6.0
732424,171117,prior,49,6,10,8.0
2542050,171117,prior,50,0,10,8.0
3179155,171117,prior,51,6,11,6.0
862413,171117,prior,52,6,12,7.0
1002697,171117,prior,53,6,12,0.0
1717671,171117,prior,54,0,11,8.0
712115,171117,prior,55,6,11,6.0
2782082,171117,prior,56,6,9,7.0
3293803,171117,prior,57,6,10,7.0
2810146,171117,train,58,6,14,7.0
3020313,171133,prior,1,1,0,
2324740,171133,prior,2,6,23,5.0
570935,171133,prior,3,5,18,6.0
1454671,171133,prior,4,2,0,18.0
1021138,171133,prior,5,5,23,30.0
1714574,171133,prior,6,6,15,15.0
3289390,171133,prior,7,6,12,7.0
2342607,171133,prior,8,5,0,27.0
3169453,171133,prior,9,6,11,15.0
1706732,171133,prior,10,3,22,11.0
787556,171133,prior,11,6,14,17.0
63026,171133,prior,12,6,0,14.0
420952,171133,prior,13,2,22,10.0
2212262,171133,prior,14,5,14,30.0
3066543,171133,train,15,0,16,9.0
2051781,171183,prior,1,1,10,
2329893,171183,prior,2,2,14,29.0
2800371,171183,prior,3,3,15,30.0
2684858,171183,prior,4,1,10,30.0
1321835,171183,train,5,2,15,30.0
2740931,171222,prior,1,0,9,
1705164,171222,prior,2,0,17,28.0
2994634,171222,prior,3,6,13,30.0
2931483,171222,prior,4,0,12,15.0
2748509,171222,prior,5,1,11,30.0
2071769,171222,train,6,4,14,30.0
3243546,171382,prior,1,4,10,
549579,171382,prior,2,0,23,3.0
1806453,171382,prior,3,6,9,6.0
737996,171382,prior,4,2,17,3.0
581833,171382,prior,5,4,16,2.0
1948761,171382,prior,6,1,17,4.0
2274541,171382,prior,7,6,13,5.0
3217319,171382,prior,8,5,16,6.0
2153063,171382,prior,9,6,16,1.0
3257779,171382,prior,10,2,8,3.0
1808662,171382,prior,11,1,18,6.0
294219,171382,prior,12,5,14,4.0
1559835,171382,prior,13,0,16,9.0
440779,171382,prior,14,6,6,6.0
1671540,171382,prior,15,3,18,4.0
3378264,171382,prior,16,0,17,4.0
3415863,171382,prior,17,3,17,3.0
2077652,171382,prior,18,3,18,7.0
2133862,171382,prior,19,3,15,7.0
928612,171382,test,20,0,16,4.0
3002184,171570,prior,1,3,14,
1020909,171570,prior,2,2,21,6.0
499109,171570,prior,3,6,9,11.0
1690008,171570,prior,4,3,11,4.0
1779503,171570,prior,5,3,14,0.0
184205,171570,prior,6,3,13,7.0
543935,171570,prior,7,4,12,15.0
1581217,171570,prior,8,0,10,10.0
1881368,171570,prior,9,5,23,5.0
336145,171570,prior,10,0,9,9.0
3236421,171570,prior,11,2,20,9.0
418237,171570,prior,12,2,14,14.0
3178514,171570,prior,13,4,14,9.0
2038308,171570,prior,14,5,13,8.0
3321590,171570,prior,15,1,12,10.0
1101300,171570,prior,16,0,10,6.0
1733352,171570,prior,17,5,11,5.0
2961429,171570,prior,18,6,13,30.0
757906,171570,prior,19,3,13,11.0
1451895,171570,prior,20,3,13,21.0
2081943,171570,prior,21,0,12,18.0
3009140,171570,prior,22,3,13,3.0
1948859,171570,prior,23,0,13,4.0
1621636,171570,prior,24,5,14,12.0
2536416,171570,prior,25,3,13,5.0
2518669,171570,prior,26,2,12,6.0
940545,171570,prior,27,2,14,7.0
897186,171570,prior,28,1,14,13.0
2642987,171570,prior,29,2,14,8.0
2319576,171570,prior,30,5,14,3.0
2824923,171570,prior,31,5,16,7.0
475904,171570,prior,32,6,12,8.0
1249814,171570,prior,33,6,14,7.0
1615497,171570,prior,34,6,15,7.0
1864352,171570,test,35,0,13,8.0
464913,171689,prior,1,6,20,
1723777,171689,prior,2,2,13,30.0
2969023,171689,prior,3,5,17,30.0
367297,171689,prior,4,0,15,9.0
2875290,171689,prior,5,0,19,28.0
2743678,171689,prior,6,3,20,30.0
1246268,171689,prior,7,2,17,13.0
3330379,171689,prior,8,4,19,16.0
924348,171689,prior,9,0,17,10.0
3265217,171689,train,10,5,19,5.0
1036165,171759,prior,1,1,14,
1393622,171759,prior,2,5,13,4.0
2803290,171759,prior,3,4,12,6.0
2889511,171759,prior,4,1,3,4.0
1466610,171759,prior,5,5,11,4.0
2886575,171759,prior,6,6,17,1.0
1041916,171759,prior,7,2,13,3.0
3104595,171759,prior,8,5,13,3.0
1601689,171759,prior,9,2,14,11.0
3197365,171759,prior,10,1,18,6.0
1115311,171759,prior,11,5,11,4.0
471440,171759,prior,12,2,11,4.0
1059722,171759,prior,13,1,12,6.0
876700,171759,prior,14,6,12,5.0
2315145,171759,prior,15,3,14,4.0
687229,171759,prior,16,0,13,4.0
1782916,171759,prior,17,3,12,3.0
2517413,171759,prior,18,1,13,5.0
2530742,171759,prior,19,5,14,4.0
117704,171759,prior,20,5,4,14.0
1814525,171759,prior,21,5,14,7.0
2174614,171759,prior,22,2,16,4.0
2186331,171759,prior,23,5,15,3.0
2139494,171759,prior,24,3,15,19.0
2490223,171759,prior,25,6,12,3.0
1297742,171759,prior,26,4,13,5.0
197236,171759,prior,27,1,13,11.0
1583852,171759,prior,28,4,16,3.0
1758721,171759,prior,29,0,5,3.0
1286481,171759,prior,30,3,17,3.0
1360786,171759,prior,31,0,14,4.0
2498752,171759,prior,32,3,13,3.0
2361895,171759,prior,33,5,14,2.0
2346189,171759,prior,34,0,14,2.0
164750,171759,prior,35,5,17,5.0
378240,171759,prior,36,1,15,3.0
1132501,171759,prior,37,6,16,5.0
1520742,171759,prior,38,1,16,2.0
2599495,171759,prior,39,4,18,3.0
3023288,171759,prior,40,0,17,3.0
1495053,171759,prior,41,3,15,3.0
192450,171759,prior,42,5,16,2.0
1144925,171759,prior,43,3,16,5.0
2003134,171759,prior,44,6,15,3.0
169118,171759,prior,45,0,15,8.0
1846455,171759,prior,46,3,16,3.0
688140,171759,prior,47,6,11,3.0
1189950,171759,prior,48,1,14,2.0
2078024,171759,prior,49,5,15,4.0
237103,171759,prior,50,1,15,3.0
1871016,171759,prior,51,5,17,4.0
1892865,171759,train,52,0,18,9.0
3200444,171947,prior,1,0,17,
2643424,171947,prior,2,0,16,30.0
44783,171947,prior,3,6,15,27.0
1875530,171947,prior,4,5,10,30.0
337421,171947,test,5,6,15,30.0
1552207,171948,prior,1,6,10,
1488614,171948,prior,2,6,10,7.0
1830191,171948,prior,3,6,12,21.0
79618,171948,prior,4,0,10,30.0
3407980,171948,prior,5,4,15,4.0
3220867,171948,prior,6,0,8,17.0
544746,171948,prior,7,6,12,30.0
1264154,171948,prior,8,5,20,20.0
915747,171948,prior,9,4,13,6.0
29649,171948,prior,10,0,14,17.0
558592,171948,prior,11,0,9,14.0
3348174,171948,prior,12,0,12,30.0
111584,171948,prior,13,6,10,20.0
2996943,171948,prior,14,6,16,7.0
1738727,171948,train,15,0,9,8.0
1779346,172283,prior,1,4,18,
202238,172283,prior,2,5,14,30.0
462140,172283,prior,3,1,10,30.0
192574,172283,prior,4,5,14,30.0
1095663,172283,prior,5,0,19,30.0
3333502,172283,prior,6,6,11,30.0
3344030,172283,train,7,0,18,30.0
1953902,172488,prior,1,1,9,
2704182,172488,prior,2,3,10,2.0
400125,172488,prior,3,5,13,2.0
1752586,172488,prior,4,3,9,5.0
1423670,172488,prior,5,3,9,7.0
2839667,172488,prior,6,1,13,5.0
2668221,172488,prior,7,5,11,4.0
2551819,172488,prior,8,4,16,6.0
425627,172488,prior,9,2,11,5.0
931747,172488,prior,10,5,11,10.0
2803622,172488,prior,11,4,17,6.0
2579056,172488,prior,12,4,12,7.0
411727,172488,prior,13,1,9,11.0
1164928,172488,prior,14,3,11,9.0
267626,172488,prior,15,3,9,7.0
2642284,172488,prior,16,2,15,6.0
717817,172488,prior,17,4,14,2.0
1508900,172488,prior,18,3,5,6.0
2610344,172488,prior,19,4,16,8.0
1579240,172488,prior,20,5,16,8.0
759597,172488,prior,21,3,16,5.0
2589452,172488,prior,22,5,9,2.0
1049347,172488,prior,23,5,16,7.0
2182852,172488,prior,24,1,12,3.0
845300,172488,prior,25,1,9,7.0
1390213,172488,prior,26,1,9,7.0
2479749,172488,prior,27,5,13,4.0
754107,172488,prior,28,5,15,0.0
341468,172488,prior,29,1,7,3.0
553077,172488,prior,30,5,12,4.0
2503182,172488,prior,31,4,11,6.0
2580449,172488,prior,32,5,8,1.0
3392598,172488,prior,33,5,8,0.0
1394142,172488,prior,34,5,11,7.0
1175423,172488,prior,35,2,12,4.0
1797840,172488,prior,36,4,14,2.0
866837,172488,prior,37,5,12,8.0
1398110,172488,prior,38,5,12,7.0
2278092,172488,prior,39,2,15,4.0
2441245,172488,prior,40,5,15,3.0
2417267,172488,prior,41,2,16,4.0
2149850,172488,prior,42,5,9,3.0
932824,172488,prior,43,2,15,4.0
2471480,172488,prior,44,4,15,2.0
3202827,172488,prior,45,2,15,5.0
445932,172488,prior,46,5,11,3.0
495159,172488,prior,47,2,15,4.0
2255321,172488,train,48,5,11,3.0
62526,172522,prior,1,2,8,
3028660,172522,prior,2,5,14,3.0
2487659,172522,prior,3,3,19,12.0
3412377,172522,prior,4,2,9,30.0
3151011,172522,prior,5,1,21,27.0
17740,172522,prior,6,6,17,30.0
1252368,172522,prior,7,0,17,1.0
674267,172522,prior,8,3,17,3.0
449462,172522,prior,9,4,12,8.0
626340,172522,prior,10,2,23,12.0
301438,172522,prior,11,3,10,8.0
2373000,172522,prior,12,3,9,14.0
706770,172522,prior,13,1,18,5.0
429598,172522,prior,14,4,17,17.0
1408542,172522,prior,15,5,16,8.0
762795,172522,prior,16,6,6,8.0
2516732,172522,prior,17,1,17,9.0
1354836,172522,prior,18,5,11,30.0
1002281,172522,prior,19,4,15,6.0
2692889,172522,prior,20,3,20,6.0
2682193,172522,prior,21,4,20,8.0
230956,172522,prior,22,0,20,10.0
2389504,172522,prior,23,0,17,21.0
1306009,172522,test,24,2,18,30.0
3052543,172656,prior,1,0,9,
190726,172656,prior,2,0,8,7.0
2900265,172656,prior,3,0,10,21.0
3290721,172656,prior,4,4,20,4.0
12663,172656,prior,5,0,12,10.0
2832193,172656,prior,6,0,10,7.0
146278,172656,prior,7,6,14,13.0
1410148,172656,prior,8,0,8,22.0
1996304,172656,prior,9,0,8,7.0
3000811,172656,prior,10,0,14,7.0
1868369,172656,prior,11,4,14,4.0
2190847,172656,prior,12,0,11,3.0
944083,172656,prior,13,0,11,7.0
1770436,172656,prior,14,5,14,5.0
1473286,172656,prior,15,0,19,2.0
2394163,172656,prior,16,6,12,6.0
918493,172656,prior,17,6,16,7.0
227855,172656,prior,18,5,15,6.0
1052749,172656,prior,19,6,11,1.0
281444,172656,prior,20,6,12,7.0
2098963,172656,prior,21,5,15,6.0
338975,172656,prior,22,0,14,2.0
2630947,172656,prior,23,0,16,7.0
1475651,172656,prior,24,5,17,5.0
3284920,172656,prior,25,0,13,2.0
1245372,172656,prior,26,0,9,7.0
2873045,172656,prior,27,0,8,7.0
1380630,172656,prior,28,0,10,7.0
936513,172656,prior,29,0,14,14.0
1815144,172656,prior,30,0,13,7.0
3418406,172656,prior,31,0,12,7.0
2709391,172656,prior,32,1,12,22.0
1702469,172656,prior,33,0,11,6.0
2054650,172656,prior,34,1,15,15.0
2335042,172656,prior,35,6,9,5.0
384602,172656,prior,36,0,10,1.0
550785,172656,prior,37,2,14,2.0
1389614,172656,prior,38,0,10,5.0
1898349,172656,prior,39,0,8,7.0
2249148,172656,prior,40,1,20,1.0
2515704,172656,prior,41,1,9,7.0
144717,172656,prior,42,2,15,1.0
1651625,172656,prior,43,0,14,5.0
325502,172656,prior,44,0,14,7.0
3383663,172656,prior,45,5,15,12.0
1192080,172656,prior,46,0,16,9.0
1954830,172656,prior,47,0,11,14.0
3166608,172656,train,48,0,11,14.0
6017,172660,prior,1,2,18,
2097875,172660,prior,2,0,11,12.0
3256129,172660,prior,3,0,8,14.0
508907,172660,prior,4,6,13,20.0
402716,172660,prior,5,6,14,7.0
2694522,172660,prior,6,6,8,21.0
140979,172660,prior,7,5,15,30.0
3052706,172660,prior,8,5,19,14.0
114514,172660,train,9,5,15,30.0
373393,172681,prior,1,4,21,
1384781,172681,prior,2,6,18,9.0
2644614,172681,prior,3,1,18,9.0
1382198,172681,prior,4,2,20,8.0
1838801,172681,prior,5,3,19,8.0
1525197,172681,prior,6,6,14,10.0
875722,172681,prior,7,2,18,10.0
867467,172681,train,8,0,18,30.0
2037300,172887,prior,1,6,15,
1715686,172887,prior,2,2,18,17.0
3274820,172887,prior,3,3,16,8.0
3013900,172887,prior,4,0,18,30.0
1027416,172887,prior,5,1,18,22.0
64880,172887,prior,6,2,19,30.0
3353541,172887,prior,7,1,16,13.0
1214172,172887,prior,8,1,15,7.0
2531649,172887,prior,9,1,15,14.0
3318504,172887,prior,10,1,15,7.0
2629688,172887,prior,11,3,14,30.0
1047940,172887,prior,12,3,18,7.0
3041547,172887,prior,13,4,18,8.0
1339959,172887,prior,14,1,16,11.0
1894259,172887,prior,15,3,15,9.0
815216,172887,test,16,2,12,6.0
172352,172934,prior,1,1,9,
1238400,172934,prior,2,2,9,22.0
2753062,172934,prior,3,4,10,30.0
2442799,172934,prior,4,1,9,4.0
1324640,172934,prior,5,1,10,7.0
3261195,172934,prior,6,1,10,7.0
1634102,172934,prior,7,1,10,7.0
1646437,172934,prior,8,1,15,0.0
1867163,172934,prior,9,1,10,14.0
2274498,172934,prior,10,2,10,1.0
1627030,172934,prior,11,2,10,7.0
1352472,172934,prior,12,1,10,6.0
192781,172934,prior,13,1,10,7.0
2194419,172934,prior,14,1,9,7.0
2476802,172934,prior,15,1,10,7.0
1384294,172934,prior,16,2,11,8.0
612930,172934,prior,17,4,9,16.0
1129991,172934,prior,18,2,10,5.0
1068023,172934,prior,19,1,13,6.0
3185464,172934,prior,20,2,12,8.0
2913445,172934,prior,21,1,10,6.0
3067197,172934,prior,22,1,9,7.0
305445,172934,prior,23,2,11,8.0
1199184,172934,prior,24,1,11,6.0
1907630,172934,train,25,3,10,30.0
493660,173085,prior,1,4,15,
2799101,173085,prior,2,4,8,14.0
2422608,173085,prior,3,5,13,30.0
710832,173085,test,4,5,10,14.0
1639706,173774,prior,1,0,15,
1403417,173774,prior,2,3,15,10.0
859848,173774,prior,3,3,10,30.0
1086070,173774,train,4,3,14,28.0
2604582,173803,prior,1,6,10,
1589277,173803,prior,2,3,10,4.0
1395090,173803,prior,3,6,18,3.0
475310,173803,prior,4,3,12,4.0
2240227,173803,prior,5,6,8,3.0
65125,173803,prior,6,1,21,2.0
1731562,173803,prior,7,4,16,3.0
2981544,173803,train,8,0,3,3.0
2848663,173886,prior,1,3,9,
10068,173886,prior,2,0,11,30.0
3306538,173886,prior,3,6,8,13.0
1197863,173886,test,4,5,8,20.0
1323654,173969,prior,1,6,14,
1670082,173969,prior,2,0,17,15.0
3378970,173969,prior,3,1,11,22.0
621239,173969,prior,4,2,16,22.0
531048,173969,prior,5,1,14,6.0
1867924,173969,prior,6,0,14,13.0
2380749,173969,prior,7,0,13,14.0
1435558,173969,prior,8,1,13,8.0
2612430,173969,train,9,1,11,7.0
1178448,174425,prior,1,6,16,
903447,174425,prior,2,3,19,11.0
973727,174425,prior,3,3,20,7.0
1064561,174425,prior,4,6,15,30.0
729330,174425,prior,5,6,8,30.0
2783913,174425,prior,6,6,8,7.0
1344843,174425,prior,7,6,9,14.0
933814,174425,prior,8,6,12,30.0
1769884,174425,train,9,6,17,30.0
1696707,174765,prior,1,6,8,
1883620,174765,prior,2,0,15,29.0
